root_full,root_type,entry_num,root_display,semantic_axes,axes_count,poetry_evidence,body_text,chapter_header
نحل,ثلاثي,3935,نحل,تدل علي دقة وهزال | علي عطاء,3,فكيف أنا وانتحالِي القوَا … فِ بعدَ المشيبِ كفى ذاك عارا (٢),"النون والحاء واللام كلماتٌ ثلاث: الأولى تدلُّ على دِقّةٍ وهُزال، والأُخرى على عطاء، والثالثة على ادِّعاء.
فالأولى نَحَلَ جِسمُه نُحولاً فهو ناحل، إذا دقَّ، وأنْحلَه الهمُّ. والنَّواحل:
السُّيوف التي رَقَّت ظُباتُها من كثرة الضَّرْب بها.
والثانية: نَحلْتُه كذا، أي أعطيتُه. والاسم النُّحْل. قال أبو بكر (١)
: سمِّي الشّيء المُعطَى النَّحْلان. ويقولون: النُّحْل: أن تُعطِيَ شيئاً بلا استِعْواض. ونَحَلْتُ المرأةَ مَهْرَها نِحلةً، أي عن طِيب نَفْسٍ من غير مطالَبة. كذا قال المفسِّرون في قوله تعالى: ﴿وَآتُوا اَلنِّساءَ صَدُقاتِهِنَّ نِحْلَةً﴾.
والثالثة قولهم: انْتحَلَ كذا، إذا تعاطاه وادَّعاه. وقال قوم: انتحلَه، إذا ادّعاه مُحِقّا؛ وتَنَحَّله، إذا ادَّعاه مُبطِلا. وليس هذا عندنا بشيء ومعنى انتحل وتَنحَّل عندنا سواء. والدليل على ذلك قولُ الأعشى:
فكيف أنا وانتحالِي القوَا … فِ بعدَ المشيبِ كفى ذاك عارا (٢)
",باب اللام وما بعدها في المضاعف والمطابق (١)
نحو,ثلاثي,3936,نحو,قصد,1,,"النون والحاء والواو كلمةٌ تدلُّ على قصد. ونحوْتُ نَحْوَها.
ولذلك سمِّي نَحْوُ الكلام، لأنه يَقصِد أصول الكلام فيتكَلَّمُ على حَسَب ما كان العرب تتكلَّم به. ويقال إنَّ بني نَحْوٍ: قومٌ من العرب (٣)
. وأمّا [أهل (٤)
] المَنْحَاةِ فقد قيل: القَوم البُعَداء غيرُ الأقارب.
ومن الباب: انتحَى فلانٌ لفلانٍ: قَصَدَه وعَرَض له.
«فما أنا أم ما انتحالى القواف».
",باب اللام وما بعدها في المضاعف والمطابق (١)
نحي,ثلاثي,3937,نحي,,1,,"النون والحاء والياء كلمةٌ واحدة، هي النِّحْي: سِقاء السَّمْن.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نحب,ثلاثي,3938,نحب,يدل علي نذر وما اشبهه من خطر او اخطار شيء | علي صوت من الاصوات,2,,"النون والحاء والباء أصلانِ: أحدهما يدلُّ على نَذْرٍ وما أشبَهَه من خَطَر أو إخطار شيء، والآخر على صوتٍ من الأصوات.
فالأوّل: النَّحْب: النَّذْر. وسار فلانٌ على نَحْبٍ، إذا جهد، فكأنَّه خاطَرَ على شيءٍ فَجدَّ. قال:
* كما سار عن إحدى يديه المُنَحِّبُ (١) *
أي المُخاطِر. وقد كان التَّنْحِيب (٢) في العرب، وهو كالمخاطَرة، تقول: إن كان كذا فلك علىَّ كذا وإلاَّ فلي عليك. وجاء الإسلامُ بالنَّهْي عنه. ومنه ناحَبْتُه إلى فلانٍ، إذا حاكمتَه. والقياسُ فيهما واحد. وكذا النَّحْب: الموت، كأنَّه نذْرٌ ينِذُرُهُ الإنسان يَلزَمُه الوفاءُ به، ولا بُدَّ له منه.
والأصل الآخر النَّحيب: [نحيبُ] الباكِى، وهو بكاؤُه مع صوتٍ وإعوال.
ومنه النُّحَاب: سُعال الإبل. ونَحَب البعيرُ يَنْحَب.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نحت,ثلاثي,3939,نحت,بحر شيء وتسويته بحديدة,1,,"النون والحاء والتاء كلمة تدل عَلَى بحرِ شيءٍ وتسويتِه بحديدة. ونَحَتَ النَّجَّار الخشبةَ ينحَتُها نحتاً. والنَّحيتة: الطَّبيعة، يريدون الحالةَ التي نُحِت عليها الإنسان، كالغريزة التي غُرِز عليها الإنسان. وما سقط من المنحوت نُحاتَةٌ.
* يخدن بنا عرض الفلاة وطولها *.
[باب النون والخاء وما يثلثهما]
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخر,ثلاثي,3940,نخر,صوت من الاصوات ثم يفرع منه,1,,"النون والخاء والراء أصلٌ صحيح يدلُّ عَلَى صوتٍ من الأصوات ثم يفرَّع منه. النخير: صوتٌ يخرج من المَنْخِرين، وسمِّي المَنخِران من جهة النَّخير الخارجِ منهما. وفُرِّع منه فقيل لخَرقَيِ الأنف النُّخرتان. والنَّخُور: الناقة لا تدرُّ حتَّى تُدخِل الإصبع في مَنْخِرها. ويقولون: النُّخْرة: الأنف نفسُه. ويقولون لهُبوب الرِّيح: نُخْرة. فأمَّا الشَّجَرة النَّخِرةُ والعظم النَّخر فمن هذا أيضاً؛ لأن ذلك يتجوَّف فتدخلُه الرِّيح، ويكون لها عند ذلك نُخْرةٌ، أي صوت. ويقولون:
النَّخِر: البالي. والناحر: الذي تدخل فيه الريح وتخرج منه ولها نَخِير. والقياس في كلِّه واحدٌ عندنا. وما بها ناخِرٌ، أي أحد، يراد بها مصوِّت.
وممَّا يقارب هذا: النَّخْوَريّ: الواسع الإحليل، وذلك كأنَّه شيء يدخله الرِّيحُ بنُخْرة.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخس,ثلاثي,3941,نخس,بزل (١) شيء بشيء حاد,1,,"النون والخاء والسين كلمةٌ تدلُّ على بَزْل (١) شيءٍ بشيءٍ حادٍّ. ونَخَسَه بعُودٍ أو حديدةٍ نَخْسًا. ومنه النَّخَّاس. والنَّاخِس: جَرَبٌ يكون عند ذَنَب البعير أو صدرِه، كأنّه نُخِس به وبعيرٌ منخوس.
ومما شَذَّ عنه النخيسة (٢)
.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخش,ثلاثي,3942,نخش,,,,"النون والخاء والشين. يقولون: نُخِشَ فهو منخوشٌ، أي هُزِلَ
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخط,ثلاثي,3943,نخط,,,,"النون والخاء والطاء يقولون: انتَخَط من أنْفه رمَي به، وكأنّه من الإبدال والأصل الميم. قال:
* نَخَطْن بذِبَّانِ المَصِيف الأزارِقِ (١) *
وما أدرِي أيُّ النّخْط هو (٢)
، منه، أي أيّ من انتَخَط.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخع,ثلاثي,3944,نخع,خالص الشيء ولبه,1,إنَّ الذي ربَّضَها أمرَهُ … سِرًّا وقد بَيَّن للنَّاخِعِ (٤),"النون والخاء والعين أُصَيلٌ يدلُّ على خالِصِ الشَّيء ولُبِّه. منه النُّخاع: عِرقٌ أبيض ضخمٌ مستبطِنٌ فَقَارَ العُنُق. ثم يفرَّع منه فيقال: نَخَعه، إذا جاز بالذَّبح إلى النُّخاع. * ودابّةً منخوعة. و
في الحديث: «إنّ أنخَعَ الأسماء عند اللّه أن يتسمَّى الرّجُلُ باسمِ مَلِك الأملاك»
. أي أقْتَلُها لصاحبه. والمَنْخَع: مفْصِل الفَهقةِ (٣) بين العُنُق والرأسِ من باطن. وهو من النُّخاع أيضاً، لأنّه يَجرِي فيه.
وقولهم: النّاخع: العالم إن صحّ فهو منه أيضاً، كأنَّه وصل إلى الخالص الباطن من العلم وينشدون:
إنَّ الذي ربَّضَها أمرَهُ … سِرًّا وقد بَيَّن للنَّاخِعِ (٤)
ومنه أيضاً نَخِعَ العودُ (٥)
: جَرَى فيه الماء، كأنَّه بلغ نُخاعَه. ونخَع النَّصيحةَ: أخلصها (٦)
. والنُّخَاعة: النُّخامة. وقولهم: انْتَخَعَ الرّجلُ عن أرضه
* وأجمال مى إذ يقربن بعد ما *.
تَباعَدَ، هو عندنا منه، كأنَّه بلغ نُخاعَه في سفره، كما يبلغ النَّاخعُ للشاة الغايةَ في الذَّبْح.
وممَّا يَجرِي مجرى الإبدال شيءٌ رواه ابنُ الأعرابىِّ: نَخعَ لي فلانٌ بحقِّي، مثل بَخَع (١)
، إذا أقَرَّ.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخف,ثلاثي,3945,نخف,,1,,"النون والخاء والفاء كلمة. يقولون: نَخَفَتِ العَنْزُ بأنفها.
مثل نَفَطت. ويقولون النَّخْف: النَّفَس العالي.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخل,ثلاثي,3946,نخل,انتقاء الشيء واختياره,1,,"النون والخاء واللام: كلمةٌ تدلُّ على انتقاء الشَّيء واختياره.
وانتخلته: استقصيت حَتّى أخذتُ أفضلَه. وعندنا أنَّ النَّخلَ سمِّي به لأنَّه أشرف كلِّ شجرٍ ذي ساق، الواحدة نَخْلة، والنَّخْل: نَخلك الدَّقيق بالمُنْخُل، وما سقَطَ منه فهو نُخَالة (٢)
. والنَّخْل: ضربٌ من الحَلْي على صورة النَّخْل. قال:
* قد اكتَسَتْ من أرنَبٍ ونَخْلِ (٣) *
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخم,ثلاثي,3947,نخم,,1,لما اكتست من ضرب كل شكل … صفراً وخضراً كاخضرار البقل.,"النون والخاء والميم كلمة. يقولون: النُّخَامة: النُّخاعة.
وتَنَخَّم، إذا نَخَع. قال ابنُ دُريد (٤)
: وسمِعتُ نَخْمَةَ الرّجُل، إذا سمِعتَ حِسَّسه.
«وعلقت من أرنب ونخل».
وقبله:
لما اكتست من ضرب كل شكل … صفراً وخضراً كاخضرار البقل.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخب,ثلاثي,3948,نخب,تعظم (١) يقال احدهما علي خيار شيء,1,,"النون والخاء والباء كلمةٌ تدلُّ على تَعظُّم (١) يقال أحدهما على خيار شيء، والآخَر على ثَقْبٍ وهَزْم في شيء.
فالأوَّل النُّخْبة: خيارُ الشَّيء ونُخَبتُه. وانتخبته، وهو مُنتَخَبٌ أي مختار.
قال أبو زيد: النَّخبة (٢)
: الشَّربة العظيمة.
والأصل الآخر النُّخبة: خَرق الثَّفْر (٣)
. ومنه نَخَبها: باضَعَها. واستَنْخَبَت المرأةُ، إذا أرادت البِضاع. والرَّجلُ النَّخْب: الذي لا فؤادَ له. والنَّخِيب:
الذاهب العقل. وهذا محتملٌ أن يكون من الأوَّل، كأنّه حُرِم النُّخبة، أي خيار ما في الإنسان.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نخج,ثلاثي,3949,نخج,,1,,"النون والخاء والجيم كلمةٌ واحدة. يقولون: النَّخْج:
السَّيْل [ينخج (٤)
] في سَنَد الوادي حتّى يَجرُف. ويُقاس على هذا فيقال:
ناخَجَها، إذا جامَعَها.
[باب النون والدال وما يثلثهما]
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندر,ثلاثي,3950,ندر,سقوط شيء او اسقاطه,1,وإذا الكُماةُ تَنادَرُوا طعنَ الكُلَى … نَدْرَ البِكَارةِ في الجزاء المُضْعَفِ (١),"النون والدال والراء أصلٌ صحيح يدلُّ على سُقوط شيء أو إسقاطه. ونَدَر الشّيءُ: سقط. قال الهُذَلي (٥)
:
وإذا الكُماةُ تَنادَرُوا طعنَ الكُلَى … نَدْرَ البِكَارةِ في الجزاء المُضْعَفِ (١)
أي أُهدِرت دماؤُهم كما تُنْدَر البِكارة في الدِّية.
وأنا ألقى فلاناً في النَّدْرة والنَّدَرة (٢)
، إذا كنت تلقاه في الأيام، فكأنَّ تلك اللقاءة كانت ندرت، أي سقطتْ. وضَربَه على رأْسه فندَرَتْ عينُه، أي خرجَتْ من موضِعها. وقولهم: الأندريّ، ما نُراه عربيًّا، لكنَّهم يقولون: الأندْرَون:
الفتيان يجتمعون من مَواضِعَ شتّى. ويُنشِدون قولَ عمرو:
* ولا تُبقِي خُمورَ الأندرينا (٣) *
وقال قوم: الأندرِين: قرية. ويقولون: الأندرِيّ: الحَبْل (٤)
.
وأنشد:
* كأنَّه أندريٌّ مسَّهُ بللُ *
والأندر: البَيدر، قاله الخليل.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندس,ثلاثي,3951,ندس,مثل النزك (٥) والطعن,1,ونحنُ صبَحْنا آلَ نجران غارةً … تميمَ بنَ مرٍّ والرِّماحَ النَّوادسا (١),"النون والدال والسين أصلٌ صحيح يدلُّ على مِثل النَّزْك (٥) والطَّعن. يقولون: المُنادَسَة بالرماح: المطاعَنَة. والنَّدْس: الطَّعن.
قال الكميت:
* ألا هى بصحنك فاصبحينا *.
* ممر ككر الأندرى شتيم *.
ونحنُ صبَحْنا آلَ نجران غارةً … تميمَ بنَ مرٍّ والرِّماحَ النَّوادسا (١)
ومن الباب النَّدُس: الرّجُل الفَطِن، وكذلك السَّريع السَّمْع للصوت الخفِىّ.
والقياس في هذه الكلمات قريب. وكذلك نَدَسْتُ به الأرضَ، إذا صرعتَه.
ونَدَسْتُ * الشّيءَ عن الطريق: نحَّيتُه. وإلا وقد ضربته (٢)
.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندص,ثلاثي,3952,ندص,,0,,"النون والدال والصاد كلمةٌ إن صحّت. يقولون: نَدَصَتْ عَينُه: جَحَظت ونَدَرت.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندغ,ثلاثي,3953,ندغ,,0,,"النون والدال والغين كلمةٌ إنْ صحّت فإنها تدلُّ على شِبْه الطَّعن والنَّخس. يقال: ندَغَه: طعنه. وندَغْتُ الصبىَّ: دغْدَغْته. ويقولون:
النُّدْغَة: البياض في آخِر الظّفر، وكأنَّه شيءٌ أثَّر في شيء.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندف,ثلاثي,3954,ندف,,1,,"النون والدال والفاء كلمةٌ صحيحة، وهي شِبهُ النَّفْش للشَّيء بآلة. وندفتُ القُطنَ بالمِندف. ويُحمل عليها فيقال: ندفتِ الدّابَّةُ في سيرِها ندفًا، وهو سرعةُ رَجْعِ يديها. والنَّدْف في الحَلب: أن تفطُرَ (٣) الضَّرَّةَ بإِصبعك. ونَدفَت السّماء بمطرٍ مثل نَطَفت. والنُّدفة: القليل من اللَّبَن، كأنَّه قُطنةٌ قد نُدِفَت.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندل,ثلاثي,3955,ندل,نقل واضطراب,1,,"النون والدال واللام أصلٌ صحيح يدلُّ على نَقْلٍ واضطراب.
يقولون: نَدَلتُ الشيءَ ندلاً، إذا نَقلتَه. قالوا: واشتقاق المِنديل منه. ويقولون:
النَّدْل: الاختلاس. قال:
* فَنَدْلاً زُرَيْقُ المالَ ندلَ الثَّعالبِ (١) *
والمُنَوْدِل: الشيخ الكبير، سمِّي بذلك لاضطرابه. ونَوْدَلَتْ خُصياه:
استرخَتا.
ومما شذَّ عن الباب إن صحَّ: النَّدْل، يقال إنَّه الوسَخ: ولا يُبنَى منه فِعل.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندم,ثلاثي,3956,ندم,تفكن لشيء قد كان (٢) يقال: ندم عليه ندما وندامة,1,,"النون والدال والميم كلمةٌ تدلُّ على تَفَكُّنٍ لشيءٍ قد كان (٢) يقال: ندِم عليه نَدَمًا ونَدامةً. وشَرِيبُ الرّجلِ: مُنادِمُهُ ونديمُه (٣)
. وقال:
ناسٌ: المنادمة مقلوب المدامنة، وذلك إدمان الشَّراب. وفيه نظر. وناسٌ يقولون:
كان الشَّرِيبانِ يكونُ من أحدهما بعضُ ما يُنْدَم عليه، فلذلك سمِّيا نديمين
",باب اللام وما بعدها في المضاعف والمطابق (١)
نده,ثلاثي,3957,نده,زجر ومنع,1,,"النون والدال والهاء كلمةٌ تدلُّ على زَجْر ومنع. يقال: نَدَهْتُ البعيرَ عن الحوض، أي زجَرتُه. ونَدَهتُ الإبلَ: سُقْتُها مجتمعة. ويقولون للمطَلَّقة: اذهَبِي فلا أنْدَهُ سَرْبَكِ (٤)
.
وشذَّ عنه النُّدْهة (٥)
: كثرة المال. قال:
* ولا مالُهم ذو نَدْهَة فَيَدُونِي (٦) *
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندي,ثلاثي,3958,ندي,تجمع,1,فتًى لو يُنادِي الشّمسَ ألقت قِناعَها … أو القَمَر السَّارِي لألقَى المقالدا (١) | ما إن نَدِيتُ بشيء أنت تكرهُه … إذنْ فلا رفَعتْ سوطِي إلىَّ يدِي (٢) | فقلت ادعِي وأدْعُ فإنَّ أندَى … لصوتٍ أن ينادِيَ داعيانِ (٤),"النون والدال والحرف المعتل يدلُّ على تجمُّع، وقد يدلُّ على بللٍ في الشَّيء.
* على حين ألهى الناس جل أمورهم *.
* فكيف ولا توفى دماؤهم دمي *.
فالأوّل النَّادي والنّدِيّ: المجلس يَنْدُو القومُ حوالَيْه؛ وإذا تفرَّقوا فليس بِنَدِيّ. ومنه دار النَّدْوةِ بمكّة، لأنَّهم كانوا يَنْدُون فيها، أي يجتمعونَ ونادَيتُه: جالَستُه في الندِيّ. قال:
فتًى لو يُنادِي الشّمسَ ألقت قِناعَها … أو القَمَر السَّارِي لألقَى المقالدا (١)
ونَدوة الإبل: أن تندُوَ من المشرب إلى المرعى القريبِ منه ثم تعودَ إلى الماء من يَومها أو غَدِها. وكذلك تَندُو من الحَمْضِ إلى الخَلَّة. وأندى إبلَه، من هذا.
والأصل الآخَر النَّدَى من البلل، معروف. يقال ندى وأنداء، وجاء أندِيةٌ، وهي شاذَّة. وربَّما عبَّروا عن الشَّحم بالنَّدَى. وهو أنْدَى من فلانٍ، أي أكثر خيراً منه. وما نَدِيَتْ كفِّي لفلانٍ بشيءٍ يكرهه. قال النَّابغة:
ما إن نَدِيتُ بشيء أنت تكرهُه … إذنْ فلا رفَعتْ سوطِي إلىَّ يدِي (٢)
وهو يتندَّى على أصحابه، أي يتَسخَّى (٣)
.
ومن الباب نَدَى الصَّوتِ: بُعْدُ مذهبِه. وهو أندى صوتاً منه، أي أبعد. قال:
فقلت ادعِي وأدْعُ فإنَّ أندَى … لصوتٍ أن ينادِيَ داعيانِ (٤)
* ما قلت من سيئ مما أتيت به *.
إذا هُمِز تغيَّر إلى شيءٍ يدلُّ على طرائقَ وآثار. والنُّدْأة: طريقةٌ من الشَّحم مخالفةٌ لِلَوْن اللَّحم. والنُّدْأة: قوس قُزَح، والحمرة التي تكون في الغَيم نحو الشَّفَق.
ونَدَأْت اللَّحمَ في المَلَّة: دفنتُه حتَّى يَنضَج. قال أبو بكر (١)
: وهو النَّدِيء مثل الطَّبيخ.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندب,ثلاثي,3959,ندب,,,ولم أَقُمْ … على نَدَبٍ يوماً ولي نفس مُخْطِرِ (٢),"النون والدال والباء ثلاثُ كلماتٍ: إحداها الأثَر، والثانية الْخَطَر، والثالثة تدلُّ على خفّةٍ * في شيء.
فالأوّل النَّدَب: أثَر الجُرْح، والجمع أنداب، وذلك إذا لم يرتفع عن الجلد.
والثاني: النَّدَب: الخَطَر. وأنْدَبَ نَفْسَه: خاطَرَ بها. قال:
ولم أَقُمْ … على نَدَبٍ يوماً ولي نفس مُخْطِرِ (٢)
والأصل الثالث رجلٌ نَدْبٌ: خفيف. والنَّدْب: الفَرَس الماضي. وعندنا أنَّ النَّدْبَ في الأمر قريبٌ من هذا؛ لأنَّ الفقهاء يقولون: إنّ النَّدْب ما ليس بفرض. وإن كان هذا صحيحاً فلأن الحال فيه خفيفة.
ومما ليس من هذا الباب نَدْبُ النّادِبةِ الميتَ بحُسْن الثَّناء عليه. والنَّدْبُ:
أن تدعُوَ القومَ إلى الأمر، فانتَدَبوا هم.
",باب اللام وما بعدها في المضاعف والمطابق (١)
ندح,ثلاثي,3960,ندح,سعة في الشيء,1,,"النون والدال والحاء كلمةٌ تدلُّ على سَعَةٍ في الشَّيء. من ذلك النَّدْح: الأرض الواسعة، والجمع أنداح. ومنها قولهم: لك عنه مندوحةٌ، أي
سَعَة وفُسْحة. قال الخليل: وأرض مندوحة: بعيدةٌ واسعة. وإنَّه لفي نُدْحَةٍ (١) من الأرض، أي سَعَة وفُسْحَة. واللّه أعلم بالصواب.
[باب النون والذال وما يثلثهما]
",باب اللام وما بعدها في المضاعف والمطابق (١)
نذر,ثلاثي,3961,نذر,تخويف او تخوف,1,,"النون والذال والراء كلمةٌ تدل على تخويف أو تخوُّف. منه الإنذار: الإبلاغ؛ ولا يكاد يكون إلاَّ في التَّخويف. وتناذَرُوا: خَوَّفَ بعضُهم بعضاً. ومنه النَّذْر، وهو أنّه يَخافُ إذا أخَلَفَ. قال ثعلب: نَذِرْتُ بهم فاستعدَدت لهم وحَذِرتُ منهم. والنّذِير: المُنْذِر، والجمع النُّذُر. والنَّذْر (٢) أيضًا: ما يجب، كأنّه نُذِر، أي أُوجِب. ونَذْر المُوضِحة في الحديث منه (٣)
.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نذل,ثلاثي,3962,نذل,خساسة في الشيء,1,,"النون والذال واللام كلمةٌ تدلُّ على خَساسةٍ في الشيء.
يقال نَذْلٌ.
[باب النون والراء وما يثلثهما]
",باب اللام وما بعدها في المضاعف والمطابق (١)
نرب,ثلاثي,3963,نرب,,,,"النون والراء والباء لا يأتلفان، وقد يكون بينهما دخيل.
فمن ذلك النَّيرَب: النَّميمة، وهو نَيرَبٌ أي نَمَّام، كأنّه ذو نَيرب. واللّه أعلم بالصواب.
[باب النون والزاء وما يثلثهما]
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزع,ثلاثي,3964,نزع,قلع شيء,1,فقلتُ لهم لا تَعذُلوني وانظُرُوا … إلى النازع المقصور كيف يكون (٣),"النون والزاء والعين أصلٌ صحيح يدلُّ على قَلْع شيءٍ. ونَزَعْت الشّيءَ من مكانِه نَزْعًا. والمِنْزَع: الشَّديد النَّزْع. والمِنْزعة كالمِلعقة يكون مع مُشْتَارِ العَسل. ونَزَع عن الأمر نُزُوعاً: تركَه. وشرابٌ طيِّبُ المَنْزَعة، أي طيِّب مَقْطَع الشَّرب. والنَّزَعة: الموضع من رأس الأنزع، وهو الذي انحسر شَعْرَه عن جانبَىْ جبْهته، وهما النَّزَعتان. ولا يقال امرأة نزْعاء ولكن زَعْراء (١)
. وبئرٌ نَزُوعٌ: قريبة القَعْر يُنزَع منها باليد. وعادَ الأمرُ إلى النَّزَعة، أي رجَعَ إلى الحقّ؛ وأراد بالنَّزَعة جمع نازع، وهو الذي يَنزِع في القَوْس: يَجْذِبُ وتَرَه بالسَّهم (٢)
.
وفلانٌ قريب المَنْزَعة، أي قريب الهِمَّة. ومَنْزَعة الرّجلِ: رأيُه. ونازَعَت النَّفْسُ إلى الأمرِ نِزاعاً، ونَزَعَت إليه، إذا اشتَهتْه. ونَزَع إلى أبيه في الشَّبَه. ونَزَع عن الأمر نُزُوعاً، إذا تركَه. وبعيرٌ نازعٌ، إذا حَنَّ إلى مرعاه أو وطنِه. قال:
فقلتُ لهم لا تَعذُلوني وانظُرُوا … إلى النازع المقصور كيف يكون (٣)
وأنزَعُوا، أي نَزَعَت إبلُهم إلى أوطانها. والنَّزَائع من الخيل: التي نَزَعَت إلى أعراق، ويقال: بل هي التي انتُزِعَتْ من قومٍ آخَرين. والنَّزوع: الجمل الذي يُنزَع عليه الماءُ وحدَه. والنَّزائع من النساء: اللَّواتي بُزَوَّجْن في غير عشائرهن؛ وكلُّ غريبٍ نَزيع.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزغ,ثلاثي,3965,نزغ,افساد بين اثنين,1,,"النون والزاء والغين كلمةٌ تدلُّ على إفسادٍ بين اثنين. ونَزَغَ بينَ القَوم: أفسَدَ ذاتَ بَيْنهِم
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزف,ثلاثي,3966,نزف,نفاد شيء وانقطاع,1,وإذ هي تمشِي كمشي النَّزي … فِ يَصْرَعهُ بالكَثيب البَهَرْ (١),"النون والزاء والفاء أصلٌ يدلُّ على نَفاد شيءٍ وانقطاع.
ونُزِفَ دمُه: خَرَج كلُّه. والسَّكرانُ * نَزِيفٌ، أي نُزِفَ عَقلُه. قال:
وإذ هي تمشِي كمشي النَّزي … فِ يَصْرَعهُ بالكَثيب البَهَرْ (١)
والنَّزْف: نزحُ الماء من البئر شيئًا بعد شيء. وأنْزَفُوا: ذهَبَ ماءُ بئرهم.
وأنْزَفُوا: انقطَعَ شرابُهم. قال اللّه سبحانه: ﴿لا يُصَدَّعُونَ عَنْها وَلا يُنْزِفُونَ (٢﴾.
والنُّزْفة: الغُرفة. وهو بحرٌ لا يُنزَف. ونُزِف الرجلُ في الخُصومة: انقطعت حجته.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزق,ثلاثي,3967,نزق,عجلة,1,,"النون والزاء والقاف كلمةٌ تدلُّ على عَجَلة. من ذلك النَّزَق:
الخِفّة والعَجَل. ونَزَّقْت الفَرَسَ فنَزِق. ويقولون: أنْزَقَ فلانٌ بالضّحِك.
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزك,ثلاثي,3968,نزك,طعن او شبيه به,1,سِبَحْلٌ لَهُ نِزْكانِ كانا فضيلةً … على كلِّ حافٍ في البلاد وناعلِ (٣),"النون والزاء والكاف أصيلٌ يدل على طَعن أو شبيه به. منه النّزْك: الطَّعْن بالنَّيزك، وهو الرُّمح القصير. والنَّزك: سُوء الفِعْلِ والقول في الإنسان، والطَّعنُ عليه. و
في الحديث: «إنّ شَهْرًا نَزَكُوهُ»
. أي طعَنوا عليه، يراد شَهْرُ بنُ حَوْشَب. ومما يشبَّه بهذا قولُهم لذكر الضَّبِّ: نِزْك. قال:
سِبَحْلٌ لَهُ نِزْكانِ كانا فضيلةً … على كلِّ حافٍ في البلاد وناعلِ (٣)
",باب اللام وما بعدها في المضاعف والمطابق (١)
نزل,ثلاثي,3969,نزل,,1,أنازلةٌ أسماءُ أم غير نازلَهْ … أبِينِي لنا يا أسْمَ ما أنتِ فاعلَهْ (١) | ولما نزلنا قَرّت العينُ وانتهَتْ … أمانىُّ كانت قبلُ في الدَّهرِ تُسأَلُ (٢) | نزِيل القومِ أعظمُهم حقوقا … وحقُّ اللّه في حقِّ النَّزيلِ (٣),"النون والزاء واللام كلمةٌ صحيحة تدلُّ على هُبوط شيء ووُقوعه.
ونَزَل عن دابَّتِه نُزُولاً. ونَزَل المطرُ من السَّماءُ نُزولاً. والنَّازلة: الشَّديدة من شدائد الدهر تَنزِل. والنِّزَال في الحرب: أن يتنازل الفَريقان. ونَزَالِ: كلمةٌ توضَعُ موضِعَ انزِلْ. ومكان نَزِلٌ: يُنْزَل فيه كثيرا. ووجدت القومَ على نَزَلاتهم، أى منازلهم. قاله ابنُ الأعرابىّ. والنُّزُل: ما يُهيّأ للنَّزيل. وطعام ذو نُزْل ونَزَل، أي ذو فضل. ويعبِّرون عن الحجِّ بالنّزُول. ونَزَل، إذا حجّ. قال:
أنازلةٌ أسماءُ أم غير نازلَهْ … أبِينِي لنا يا أسْمَ ما أنتِ فاعلَهْ (١)
وقال:
ولما نزلنا قَرّت العينُ وانتهَتْ … أمانىُّ كانت قبلُ في الدَّهرِ تُسأَلُ (٢)
قال: نَزَلْنا: أتينا مِنًى. والنُّزَالة: ماء الرَّجُل. والنَّزيل: الضيف. قال:
نزِيل القومِ أعظمُهم حقوقا … وحقُّ اللّه في حقِّ النَّزيلِ (٣)
والتنزيل: ترتيب الشَّيء ووضعُه منزِلَه.
",باب اللام وما بعدها في المضاعف والمطابق (١)
